ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialWaikDrgConnected.Factor,RatesLevied.CommercialWaikDrgConnected.RateOrCharge,RatesLevied.CommercialWaikDrgConnected.Amount,RatesLevied.CommercialKerbsideRecycling.Factor,RatesLevied.CommercialKerbsideRecycling.RateOrCharge,RatesLevied.CommercialKerbsideRecycling.Amount,RatesLevied.CommercialFireProtectionWater.Factor,RatesLevied.CommercialFireProtectionWater.RateOrCharge,RatesLevied.CommercialFireProtectionWater.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialWaikDrgConnected.GrossGeneralRate,RatesBreakdown.CommercialWaikDrgConnected.NetGeneralRate,RatesBreakdown.CommercialKerbsideRecycling.GrossGeneralRate,RatesBreakdown.CommercialKerbsideRecycling.NetGeneralRate,RatesBreakdown.CommercialFireProtectionWater.GrossGeneralRate,RatesBreakdown.CommercialFireProtectionWater.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
360695,26620-24913,2106670,5103067,94 Beach Street Waikouaiti,15A/500,The Dunedin Diocesan Trust Board :,PO Box 13170 Green Island Dunedin 9052,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 3 - Commercial,Community Services Religious,LOT 12 DP 22723,0.8013,220000,190000,410000,1, 1, 408.00, 408.00, 1, 66.30, 66.30, 410000, 0.000805, 330.05, null, null, 408.00, 408.00, 66.30, 66.30, 330.05, 330.05, 804.35, 804.35, 804.35, 804.35,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 3 - Commercial,Community Services Religious,LOT 12 DP 22723,0.8013,220000,190000,410000,1
