ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
318967,27150-04100,2025544,5025544,23 Vogel Street Dunedin,1D/37;1D/37;1D/37;43623;43623;43623,Hyperstella Limited :,C/O Scott William PO Box 11783 Ellerslie Auckland 1542,2018,1 Jul 2017 to 30 Jun 2018,Non Rate,Area 2 - Commercial,Industrial Textiles;Leather and Fur,SEC 23 BLK LV SO 14939 TN OF DUNEDIN,0.0364,1120000,170000,1290000,3, null, null,2019,1 Jul 2018 to 30 Jun 2019,Non Rate,Area 2 - Commercial,Industrial Textiles;Leather and Fur,SEC 23 BLK LV SO 14939 TN OF DUNEDIN,0.0364,1120000,170000,1290000,3
