ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialDrainageCVServiceable.Factor,RatesLevied.CommercialDrainageCVServiceable.RateOrCharge,RatesLevied.CommercialDrainageCVServiceable.Amount,RatesLevied.CommercialFireProtectionWater.Factor,RatesLevied.CommercialFireProtectionWater.RateOrCharge,RatesLevied.CommercialFireProtectionWater.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialDrainageCVServiceable.GrossGeneralRate,RatesBreakdown.CommercialDrainageCVServiceable.NetGeneralRate,RatesBreakdown.CommercialFireProtectionWater.GrossGeneralRate,RatesBreakdown.CommercialFireProtectionWater.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
361026,28010-33002,2107001,5108449,97A Gordon Road Mosgiel,393/181,Dunedin City Council City Property :,PO Box 5045 Moray Place Dunedin 9058,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 4 - Commercial,Community Services Vacant,PT SEC 12 BLK II SO 63 EAST TAIERI SD,0.0203,0,40000,40000,1, 40000, 0.001101, 44.04, 40000, 0.000805, 32.20, null, null, 44.04, 44.04, 32.20, 32.20, 76.24, 76.24, 76.24, 76.24,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 4 - Commercial,Community Services Vacant,PT SEC 12 BLK II SO 63 EAST TAIERI SD,0.0203,0,40000,40000,1
