ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialDrainageFixedServiceable.Factor,RatesLevied.CommercialDrainageFixedServiceable.RateOrCharge,RatesLevied.CommercialDrainageFixedServiceable.Amount,RatesLevied.CommercialDrainageCVServiceable.Factor,RatesLevied.CommercialDrainageCVServiceable.RateOrCharge,RatesLevied.CommercialDrainageCVServiceable.Amount,RatesLevied.CommercialFireProtectionWater.Factor,RatesLevied.CommercialFireProtectionWater.RateOrCharge,RatesLevied.CommercialFireProtectionWater.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialDrainageFixedServiceable.GrossGeneralRate,RatesBreakdown.CommercialDrainageFixedServiceable.NetGeneralRate,RatesBreakdown.CommercialDrainageCVServiceable.GrossGeneralRate,RatesBreakdown.CommercialDrainageCVServiceable.NetGeneralRate,RatesBreakdown.CommercialFireProtectionWater.GrossGeneralRate,RatesBreakdown.CommercialFireProtectionWater.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
320807,27170-50201,2028094,5028094,4A Frederick Street Dunedin,236/249,University of Otago :,PO Box 56 Dunedin 9054,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 4 - Commercial,Utility Services Vacant,PT LOT 5 DP 3293,0.0041,0,42000,42000,1, 1, 204.00, 204.00, 42000, 0.001101, 46.24, 42000, 0.000805, 33.81, null, null, 204.00, 204.00, 46.24, 46.24, 33.81, 33.81, 284.05, 284.05, 284.05, 284.05,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 4 - Commercial,Utility Services Vacant,PT LOT 5 DP 3293,0.0041,0,42000,42000,1
